0.2918 0.5163 0.2697 0.7867
0.2376 0.6227 0.2617 0.7022
0.1661 0.2981 0.7008 0.6981
0.4374 0.6230 0.1915 0.5746
0.3054 0.5194 0.2573 0.7764
0.3929 0.2722 0.4366 0.7798
0.4427 0.5880 0.1640 0.6373
0.3880 0.5360 0.1722 0.6979
0.6721 0.7028 0.0065 0.4517
0.3424 0.4968 0.3433 0.9040
0.2623 0.5305 0.2584 0.7480
0.3904 0.2884 0.4692 0.8316
0.5833 0.6610 0.0521 0.5706
0.6280 0.6761 0.0225 0.5153
0.1671 0.3326 0.6760 0.7278
0.2218 0.6654 0.1996 0.3553
0.6508 0.5960 0.0960 0.7695
0.0509 0.8252 0.2460 0.4533
0.3180 0.6930 0.2027 0.3469
0.5059 0.5210 0.2249 0.7364
0.3795 0.1101 0.6366 0.6379
0.4678 0.5986 0.1258 0.6519
0.6038 0.6075 0.0940 0.7699
0.4537 0.6051 0.1163 0.6518
0.3585 0.1447 0.5928 0.5908
0.4010 0.1139 0.6679 0.6795
0.6907 0.5919 0.0980 0.7823
0.4102 0.1998 0.6203 0.9084
0.3100 0.1306 0.6061 0.5663
0.2655 0.5936 0.2358 0.5329
0.4079 0.2637 0.5353 0.9180
0.5043 0.5341 0.2132 0.7452
0.3815 0.6675 0.2004 0.6621
0.4161 0.5620 0.1970 0.6964
0.3348 0.3545 0.4855 0.7678
0.1395 0.7967 0.2308 0.0368
0.3618 0.3154 0.4777 0.8721
0.1215 0.7959 0.2324 0.0099
0.3140 0.1630 0.6485 0.7206
0.5340 0.5152 0.2228 0.9065
0.5542 0.6008 0.0833 0.7141
0.4471 0.4678 0.3537 0.8495
0.2624 0.2858 0.6688 0.6642
0.5197 0.4959 0.2319 0.9042
0.4739 0.3044 0.4169 0.8148
0.3248 0.6459 0.1874 0.4609
0.4679 0.6429 0.1492 0.4814
0.4775 0.6528 0.0795 0.4322
0.3972 0.2610 0.4633 0.7879
0.4128 0.5631 0.2124 0.7208
0.2261 0.6163 0.2620 0.6694
0.5546 0.5776 0.1666 0.7223
0.2498 0.2076 0.6716 0.8209
0.5263 0.4782 0.1867 0.8411
0.0391 0.8855 0.2168 0.0711
0.3505 0.1714 0.6151 0.7310
0.5154 0.6455 0.0745 0.4667
0.4702 0.5950 0.1255 0.6708
0.5877 0.6778 0.0309 0.3593
0.3327 0.1258 0.6203 0.6052
0.2393 0.6748 0.2147 0.5591
0.2680 0.6307 0.2344 0.6587
0.3883 0.5812 0.2297 0.6675
0.2253 0.6325 0.2652 0.7153
0.5228 0.4770 0.2872 0.8569
0.5146 0.6382 0.0819 0.4844
0.4727 0.5232 0.2300 0.7584
0.1744 0.6400 0.2740 0.6497
0.2423 0.6552 0.2112 0.3879
0.2484 0.6171 0.2636 0.7504
0.4211 0.2445 0.5680 0.9075
0.2164 0.2118 0.7502 0.6185
0.3637 0.3421 0.5012 0.7934
0.4949 0.3260 0.3759 0.7874
0.3402 0.2624 0.6154 1.0000
0.4556 0.5519 0.1546 0.7343
0.3941 0.4896 0.3370 0.7920
0.3955 0.5693 0.2394 0.6725
0.4193 0.3287 0.5154 0.7999
0.4057 0.1888 0.5712 0.7356
0.4828 0.4548 0.2129 0.7694
0.3974 0.1794 0.6161 0.7695
0.4731 0.6339 0.1723 0.6325
0.4647 0.3285 0.4232 0.9236
0.5040 0.6320 0.1508 0.5568
0.7057 0.6769 0.0208 0.5665
0.4381 0.6457 0.1516 0.4492
0.3914 0.6546 0.1509 0.3891
0.4628 0.6239 0.0932 0.6481
0.6136 0.5635 0.1286 0.8427
0.5545 0.5435 0.1441 0.8270
0.2786 0.0000 1.0000 0.5746
0.3870 0.2575 0.4663 0.7689
0.3985 0.2636 0.5164 0.9013
0.1461 0.7736 0.2256 0.1164
0.3623 0.5102 0.2852 0.9225
0.2090 0.6483 0.2610 0.6802
0.5270 0.5446 0.2111 0.7760
0.5897 0.5283 0.1508 0.8189
0.3468 0.2396 0.5248 0.7162
0.4770 0.4507 0.3312 0.8976
0.4870 0.6155 0.1008 0.6771
0.6364 0.5938 0.0851 0.7887
0.4594 0.5250 0.2171 0.8287
0.2428 0.0367 0.9033 0.6513
0.2034 0.7517 0.2524 0.2240
0.3489 0.5125 0.2882 0.7352
0.5410 0.6161 0.1011 0.7186
0.2471 0.0403 0.7789 0.4937
0.5078 0.3114 0.4334 0.9399
0.4936 0.6435 0.0852 0.4966
0.4998 0.3570 0.3134 0.8588
0.3997 0.2813 0.4696 0.8255
0.4520 0.3005 0.4243 0.8522
0.3786 0.5616 0.2078 0.6700
0.3083 0.5336 0.2471 0.7891
0.2904 0.6276 0.2416 0.6942
0.6042 0.7026 0.0191 0.2113
0.1754 0.2877 0.7183 0.6724
0.6317 0.7064 0.0000 0.1824
0.3149 0.2317 0.7374 0.6960
0.3415 0.2428 0.5261 0.7138
0.4265 0.4512 0.4012 0.8383
0.4541 0.2827 0.4584 0.8642
0.4676 0.3518 0.3225 0.8338
0.6246 0.6700 0.0315 0.3873
0.5193 0.4383 0.2236 0.8396
0.5759 0.6598 0.0522 0.5788
0.3647 0.6389 0.1245 0.5094
0.3088 0.6808 0.2023 0.3774
0.3668 0.5127 0.2518 0.7878
0.6897 0.5899 0.1003 0.8035
0.6571 0.6056 0.0934 0.7701
0.3427 0.2581 0.6070 0.9381
0.3678 0.1768 0.6154 0.7530
0.3429 0.4924 0.3725 0.7822
0.3385 0.4818 0.3955 0.8614
0.6464 0.6584 0.0530 0.6191
0.5585 0.7068 0.0059 0.1459
0.1066 0.8296 0.2334 0.2702
0.4766 0.6442 0.0863 0.4656
0.0533 0.8735 0.2283 0.0895
0.4677 0.6355 0.0723 0.4303
0.3825 0.6614 0.1442 0.3848
0.4152 0.4401 0.3013 0.8741
0.1943 0.0183 0.9733 0.4534
0.4145 0.2728 0.4332 0.6857
0.2637 0.6712 0.2243 0.5656
0.3710 0.6362 0.1238 0.5346
0.3700 0.2775 0.4877 0.7608
0.2804 0.5352 0.3418 0.7434
0.4020 0.2769 0.5929 0.8147
0.2204 0.6269 0.2571 0.7086
0.3779 0.5701 0.2001 0.6530
0.5621 0.5265 0.2153 0.7970
0.2154 0.7009 0.2066 0.2496
0.1178 0.8667 0.2110 0.1720
0.4183 0.1373 0.6419 0.6562
0.4668 0.2224 0.5198 0.8169
0.2617 0.2740 0.6810 0.7321
0.2811 0.5026 0.3411 0.8369
0.2300 0.2069 0.7642 0.6353
0.3671 0.5773 0.1964 0.6624
0.2619 0.0043 0.9861 0.5276
0.2626 0.2728 0.6811 0.7653
0.2802 0.2475 0.7206 0.7237
0.3070 0.0582 0.7427 0.5615
0.3489 0.1793 0.6095 0.6932
0.2899 0.2485 0.7293 0.6855
0.6295 0.6745 0.0277 0.3827
0.3283 0.6703 0.2065 0.4108
0.4286 0.4412 0.2232 0.7624
0.2523 0.5939 0.2262 0.5259
0.3788 0.4644 0.2802 0.8275
0.4092 0.4699 0.3137 0.8354
0.4259 0.2021 0.6089 0.8809
0.3646 0.6473 0.1896 0.4863
0.3497 0.5834 0.1896 0.6309
0.3560 0.5178 0.3110 0.8980
0.3999 0.2143 0.5330 0.6584
0.4499 0.5917 0.1692 0.6411
0.2366 0.2914 0.6626 0.6785
0.4040 0.1701 0.5602 0.6068
0.3476 0.5065 0.2917 0.8962
0.2393 0.6663 0.2142 0.3922
0.5754 0.5315 0.1915 0.8801
0.2461 0.6137 0.2570 0.6711
0.5383 0.4819 0.2881 0.8610
0.2999 0.1255 0.6142 0.5429
0.5557 0.7115 0.0106 0.1301
0.5927 0.6595 0.0380 0.3593
0.5332 0.5795 0.1670 0.7043
0.1592 0.6571 0.2634 0.6294
0.0886 0.8693 0.2159 0.1653
0.3833 0.5030 0.2851 0.9509
0.4882 0.2831 0.4338 0.8949
0.5568 0.7065 0.0158 0.1880
0.4901 0.5870 0.1351 0.7034
0.3297 0.2631 0.5523 0.8423
0.4589 0.6353 0.1775 0.6168
0.4012 0.6518 0.1754 0.5392
0.4285 0.2525 0.4709 0.8140
0.3330 0.0364 0.7735 0.5873
0.3881 0.1928 0.6221 0.8780
0.4887 0.5429 0.2111 0.7142
0.5477 0.5262 0.1552 0.8428
0.2776 0.6489 0.1967 0.4224
0.4800 0.5875 0.1634 0.6638
0.3587 0.5762 0.1923 0.6507
0.6680 0.6716 0.0235 0.5267
0.2870 0.0391 0.8979 0.7676
0.3963 0.2721 0.4708 0.8382
0.2296 0.2072 0.7686 0.6279
0.5932 0.5943 0.0938 0.7611
0.3060 0.5891 0.2595 0.7357
0.2989 0.2626 0.6904 0.6782
0.0744 0.8739 0.2089 0.1319
0.4941 0.6303 0.1567 0.5338
0.2689 0.0457 0.8808 0.7053
0.4690 0.4380 0.2255 0.7922
0.2614 0.2954 0.6624 0.6975
0.4139 0.5070 0.2975 0.9770
0.6108 0.6514 0.0567 0.6073
0.3959 0.2831 0.4711 0.8020
0.4906 0.6157 0.1042 0.6903
0.5157 0.4973 0.2096 0.8730
0.6494 0.6516 0.0541 0.6365
0.3756 0.5665 0.2047 0.6976
0.4418 0.4577 0.3362 0.8347
0.4691 0.6451 0.0693 0.4458
0.4811 0.2657 0.4793 0.8457
0.3228 0.5963 0.2095 0.5664
0.4044 0.2626 0.6132 0.8515
0.3857 0.6309 0.1283 0.5399
0.2666 0.5333 0.2560 0.7519
0.5564 0.7107 0.0058 0.1296
0.4112 0.6490 0.1532 0.4182
0.4938 0.2216 0.5170 0.8580
0.2142 0.7593 0.2345 0.2159
0.4165 0.2473 0.5100 0.7690
0.3742 0.5665 0.2038 0.6992
0.5602 0.4841 0.2749 0.8725
0.4694 0.5205 0.2190 0.8390
0.5182 0.6445 0.0956 0.4984
0.8517 0.7967 0.1452 0.6942
0.8234 0.7948 0.1553 0.6853
0.8011 0.8892 0.0660 0.4311
0.8362 0.3971 0.3642 0.8930
0.7785 0.7957 0.1816 0.5176
0.5809 0.8031 0.2809 0.4799
0.5755 0.3981 0.3608 0.6815
0.7566 0.5486 0.3264 0.9725
0.8906 0.8112 0.1233 0.6556
0.7581 0.9320 0.0837 0.3613
0.8868 0.3673 0.3466 0.8147
0.6954 0.8364 0.2287 0.4480
0.7607 0.6070 0.2857 0.7782
0.7106 0.8642 0.0881 0.6494
0.7625 0.8549 0.0711 0.6416
1.0000 0.6342 0.1706 0.9306
0.7251 0.7724 0.1936 0.6893
0.8509 0.7535 0.1231 0.7620
0.6687 0.3396 0.5816 0.5712
0.8449 0.5370 0.2905 0.8487
0.7801 0.8509 0.1026 0.7022
0.5615 0.7807 0.2578 0.7252
0.3778 0.9317 0.3416 0.2883
0.6956 0.6156 0.3112 0.7779
0.8172 0.3718 0.4148 0.9200
0.7317 0.3548 0.4856 0.7900
0.8236 0.7937 0.1623 0.8230
0.8071 0.5713 0.2833 0.9510
0.7228 0.6341 0.2363 0.7763
0.8668 0.6479 0.2637 0.8483
0.6840 0.7640 0.2317 0.8413
0.5607 0.9031 0.1761 0.3606
0.5397 0.7545 0.3045 0.7084
0.6081 0.5001 0.5375 0.7130
0.6493 0.6592 0.3702 0.8320
0.8318 0.9016 0.0584 0.3654
0.7269 0.5656 0.3968 0.7949
0.6012 0.5221 0.5122 0.7278
0.7985 0.6335 0.2720 0.8378
0.3343 0.9058 0.1704 0.2236
0.8432 0.5305 0.2661 0.9027
0.3580 0.9748 0.3605 0.2264
0.7032 0.5740 0.2776 0.8696
0.8416 0.9062 0.0581 0.3663
0.7401 0.6405 0.2424 0.8417
0.5549 0.8113 0.2703 0.6928
0.7206 0.8829 0.0951 0.4988
0.4629 0.5252 0.4957 0.6307
0.7973 0.7590 0.1437 0.7451
0.6331 0.8558 0.1617 0.5987
0.3496 1.0000 0.2594 0.0000
0.7189 0.5832 0.3583 0.8552
0.7938 0.6455 0.2669 0.8077
0.7351 0.8251 0.0672 0.6486
0.5849 0.7908 0.2428 0.7398
0.5148 0.8319 0.0927 0.5240
0.7831 0.7729 0.2004 0.8708
0.9112 0.7300 0.1210 0.7303
0.7646 0.7419 0.1316 0.7141
0.7307 0.6491 0.3153 0.8094
0.6749 0.2651 0.5890 0.7268
0.8478 0.7268 0.1492 0.8061
0.7006 0.2611 0.5789 0.7738
0.4625 0.8783 0.3023 0.2856
0.5994 0.8074 0.2557 0.6876
0.9037 0.6380 0.2573 0.8644
0.8146 0.7975 0.1300 0.6653
0.5649 0.5486 0.2603 0.7367
0.5365 0.8387 0.2496 0.3926
0.8018 0.7752 0.1758 0.7425
0.6293 0.8543 0.1324 0.6997
0.6807 0.5587 0.4098 0.8651
0.9010 0.5864 0.2255 0.9344
0.5148 0.8319 0.0927 0.5240
0.6964 0.8098 0.2071 0.5936
0.6792 0.6153 0.3351 0.8205
